ref_id,ref_type,source_no,url,publisher,supports,quote
P-035,path,1,https://raft-tech.com/hf_shortwave-adoption/,,"Chicago-Tokyo HF service route (operator page; endpoints are served venues, not antenna sites)",
P-036,path,1,https://www.submarinecablemap.com/api/v3/cable/exa-express.json,,"Hibernia Express (EXA Express): 4,600km latency-optimized transatlantic cable",
P-037,path,1,https://www.lightwaveonline.com/network-design/high-speed-networks/article/16651312/hibernia-express-transatlantic-cable-ready-for-service,,NY-side backhaul: cable marketed as NY4 Secaucus-LD4 Slough sub-59ms RTD,
P-038,path,1,https://www.lightwaveonline.com/network-design/high-speed-networks/article/16651312/hibernia-express-transatlantic-cable-ready-for-service,,UK-side backhaul from Brean to Slough LD4 (sub-59ms NY4-LD4 marketed RTD),
P-039,path,1,https://www.jpx.co.jp/systems/network/index.html,,Exchange-operated WDM fiber ring linking the Tokyo primary centre with the Kansai backup/proximity site,
T1-001,site,1,https://www.nyse.com/publicdocs/IGN_Colocation_Mahwah_Technical_Specs.pdf,,"ICE/NYSE IGN Colocation US technical specs PDF (nyse.com): US Liquidity Center at 1700 MacArthur Blvd, Mahwah NJ 07430, production + colocation halls on-site; geocoded to the OSM-mapped 'NYSE Data Center' building",
T1-002,site,1,https://www.nasdaqtrader.com/content/Productsservices/trading/CoLo/ExpressConnect_factsheet.pdf,,"Nasdaq Trader ExpressConnect factsheet: 'Nasdaq Data Center located in Carteret, NJ' with co-location; 1400 Federal Blvd 07008 corroborated by ICE IGN colo specs access-center table; building-level geocode",
T1-003,site,1,https://cmegroupclientsite.atlassian.net/wiki/display/EPICSANDBOX/EBS+Market+on+CME+Globex+Market+Functionality,,"Equinix publishes NY campus + financial ecosystem marketing; pinned at the NY4 building, 755 Secaucus Rd per PeeringDB fac/36 (OSM-mapped 'Equinix New York Secaucus NY4')",
T1-003,site,2,https://www.lseg.com/en/media-centre/press-releases/refinitiv/2019/may/refinitiv-enables-greater-costs-efficiencies-and-improved-latency-for-its-fx-matching-clients,"LSEG (Refinitiv press release, May 2019)",NY4 Secaucus campus role as secondary data centre for Refinitiv FX Matching,Matching services are now run through Equinix Slough LD4 as their primary data centre and Equinix New Jersey NY4 campus as secondary
T1-003,site,3,https://thesource.lseg.com/TheSource/getfile/download/840e069d-969a-4b99-b663-1a67046ab6ed,LSEG FX Venues Colo Connectivity Technical Deployment Guide v2.6 (26 June 2026),Current LSEG FX venue colo footprint on the Secaucus campus; same guide notes Spot/Forwards Matching DR 'in North America (Equinix NY6)' and lists NY4/NY5/NY6 street addresses,LSEG FX recommends customers collocate in NY4 and NY5 in the Equinix New Jersey campus
T1-004,site,1,https://www.prnewswire.com/news-releases/cme-group-announces-agreement-to-sell-aurora-ill-data-center-to-cyrusone-300236608.html,,"CME Group release (Mar 2016, official wire copy; cmegroup.com pages bot-walled): 15-year leaseback, Globex + co-location continue on-site; campus address 2705-2905 Diehl Rd per CyrusOne's Aurora page; house-number geocode of 2905 Diehl Rd — seed coords were ~2km off, corrected",
T1-005,site,1,https://www.lseg.com/en/media-centre/press-releases/refinitiv/2019/may/refinitiv-enables-greater-cost-efficiencies-and-reduced-latency-for-customers-with-matching-and-fxall-migration,,"Equinix LD4 financial ecosystem is publicly marketed; 2 Buckingham Ave, Slough Trading Estate SL1 4NB per PeeringDB fac/399, geocoded to the OSM-mapped 'Equinix LD4' building",
T1-005,site,2,https://www.lseg.com/en/media-centre/press-releases/refinitiv/2019/may/refinitiv-enables-greater-costs-efficiencies-and-improved-latency-for-its-fx-matching-clients,"LSEG (Refinitiv press release, May 2019)",LD4 as primary data centre for Refinitiv/LSEG FX Matching,Matching services are now run through Equinix Slough LD4 as their primary data centre and Equinix New Jersey NY4 campus as secondary
T1-005,site,3,https://thesource.lseg.com/TheSource/getfile/download/840e069d-969a-4b99-b663-1a67046ab6ed,LSEG FX Venues Colo Connectivity Technical Deployment Guide v2.6 (26 June 2026),LD4 listed as an LSEG FX venue datacentre; Spot and Forwards Matching APIs' primary location given as 'London LD4' in section 2.1.3; LD4 address stated in section 2.3.1,London Equinix LD4
T1-005,site,4,https://cmegroupclientsite.atlassian.net/wiki/display/EPICSANDBOX/EBS+Market+on+CME+Globex+Market+Functionality,CME Group Client Systems Wiki,LD4.2 is the primary region for EBS London FX Spot and London NDF matching engines,Equinix Slough LD4.2
T1-005,site,5,https://www.tradersmagazine.com/am/the-real-cost-of-the-new-ebs/,Traders Magazine,Press corroboration of the post-Globex EBS product split matched in LD4.2,"while Scandis, EM and ON/OFF SEF NDFs will be matched in London (LD4.2)"
T1-006,site,1,https://www.cashmarket.deutsche-boerse.com/cash-en/Data-Tech/Technology/co-location-services,,"Deutsche Boerse co-location services page: primary Eurex and Xetra back-ends located in Equinix FR2; Kruppstrasse 121-127, 60388 Frankfurt (Seckbach) per PeeringDB fac/457, building-level geocode — seed coords were ~8km off, corrected",
T1-007,site,1,https://www.euronext.com/en/about/media/euronext-press-releases/successful-completion-migration-euronexts-core-data-centre,,"Euronext release: Core Data Centre migration Basildon -> Aruba Global Cloud Data Centre Bergamo concluded 6 Jun 2022; address Via San Clemente 53, Ponte San Pietro per Aruba's IT3 page; pin = OSM campus-polygon centroid (IT3 building not separately mapped, hence approximate); Amsterdam prop-shop pushback per press",
T1-008,site,1,https://www.euronext.com/en/about/media/euronext-press-releases/successful-completion-migration-euronexts-core-data-centre,,"Euronext release confirms Basildon as origin of the Jun 2022 migration; ICE ownership per Bloomberg/DCK ('rented space in Basildon from Intercontinental Exchange'); no official street address published — 20 Cranes Farm Rd SS14 3DF per industry databases (Baxtel), pin at postcode centroid",
T1-009,site,1,https://www.hkex.com.hk/Services/Connectivity/Hosting-Services?sc_lang=en,,"HKEX Hosting Services page: low-latency co-location with HKEX markets at the TKO data centre; address 1 Chun Ying St, TKO Industrial Estate per HKEX hosting-ecosystem PDF (2013), which also documents cash (2012) + derivatives (2013) trading-system relocation to TKO; geocoded to the OSM-mapped HKEx TKO Data Centre building",
T1-010,site,1,https://www.jpx.co.jp/faq/system_relation.html,,JPX FAQ/system pages (colo connects directly to arrowhead + J-GATE); Colt case study names @Tokyo CC2 (archived); PeeringDB fac/738 coords,
T1-010,site,2,https://www.jpx.co.jp/corporate/news/news-releases/0060/20210921-01.html,"Japan Exchange Group (news release, 2021-09-21)",OSE President & CEO Moriyuki Iwanaga states JPX group's backup center had until 2021 been in Kanto — J-GATE primary and backup were both Tokyo-region; nothing matched in Osaka.,これまで関東に設置されていたJPXグループのバックアップセンターを関西に移転した第一弾のシステム
T1-010,site,3,http://web.archive.org/web/20250820184407/https://www.colt.net/wp-content/uploads/2019/04/Colt-Case-Study_Trading-firm_2019.pdf,"Colt Technology Services (2019 case study, archived)","Publicly names @Tokyo CC2 as the facility housing the JPX matching engine; original colt.net URL 404s (checked), Wayback copy fetched and read in full.",Premium colocation at the @Tokyo CC2 data centre on the same floor as the Japan Exchange Group (JPX) matching engine
T1-010,site,4,https://www.peeringdb.com/fac/738,PeeringDB (facility record),Independent public network-forensics record placing AT TOKYO CC1/CC2 in Koto-ku with coordinates; basis for the approximate pin.,"AT TOKYO (CC1/CC2) ... Tokyo, Koto-ku ... 35.645435, 139.793285"
T1-010,site,5,https://www.jpx.co.jp/systems/derivatives-trading/01.html,Japan Exchange Group (J-GATE system overview),"J-GATE performance figures for capacity note (Genium INET, 100,000 orders/sec verified on same page).",注文処理レイテンシ（50％タイル） 40マイクロ秒
T1-010,site,6,https://www.jpx.co.jp/systems/connectivity/01.html,Japan Exchange Group (connectivity services),Colocation rack power spec (up to 8kVA per rack) cited in capacity note.,ラック当たり8KVAまで
T1-010,site,7,https://www.weeklybcn.com/journal/news/detail/20110921_21888.html,"週刊BCN (trade press, 2011-09-21)","As early as 2011, low-latency proximity access to OSE J-GATE was sold from a Tokyo data center — the derivatives engine was Tokyo-region from launch.",KVHの高速光ファイバー網と国内主要取引所に近接するKVH東京データセンターを基盤にしたサービス
T1-011,site,1,https://cloudscene.global.ssl.fastly.net/FacilityPDF/90/90.pdf,,"Equinix CH4 IBX spec (address, floors, CME/ICE gateways); CME client wiki still lists 350 E Cermak among colo access facilities (Dec 2025)",
T1-011,site,2,https://cmegroupclientsite.atlassian.net/wiki/spaces/EPICSANDBOX/pages/457217405/Cert+Data+Center,CME Group (client systems wiki),CME currently (page updated Dec 2025) lists 350 East Cermak among its co-location access facilities,"CME Co-location facilities at DC3 in Aurora, 350 East Cermak, Equinix NY4/NY5 in Secaucus and Equinix LD4/LD5 in Slough"
T1-011,site,3,https://a-teaminsight.com/blog/cmes-aurora-co-lo-quick-facts/?brand=tti,A-Team Insight,350 E Cermak was CME's matching/co-location home before Aurora (Globex DC opened Aug 2010),fibre optic connection back to the old matching and co-lo centre at 350 East Cermak Street in Chicago proper
T1-011,site,4,https://databento.com/blog/cme-colocation,Databento,ongoing proximity-hosting role for trading firms,most financial firms usually host their servers in the Equinix CH1/4/5 facilities at 350 E Cermak
T1-011,site,5,https://baxtel.com/data-center/equinix-chicago-ch1-ch2-ch4,Baxtel (data center industry database),Digital Realty ORD10 building attribution; per-floor power figures cited as industry-database estimate only,This site is leased from Digital Realty Trust in the Digital Realty: ORD10 building.
T1-012,site,1,https://www.tmxinfoservices.com/platforms-and-colocation/co-location-services,,TMX Datalinx co-location services page; DC completion announced June 2010 (Canada Newswire),
T1-012,site,2,https://tnsi.com/resource/waypoint/tns-launches-full-suite-financial-infrastructure-services-across-canada-press-release/,TNS (Transaction Network Services),Location claim: TMX runs out of the Markham data centre; TNS service-provider linkage (release dated 2 May 2023),"colocation and ultra-low latency Layer 1 connectivity, with TMX out of the Markham data center"
T1-012,site,3,https://www.newswire.ca/news-releases/tmx-group-announces-completion-of-new-co-location-facility-544277262.html,TMX Group via Canada Newswire,"Facility completion (17 June 2010) and 200-space design capacity; direct access to TSX, TSX Venture and Montréal Exchange engines (city not named)",was designed to accommodate up to 200 co-location spaces
T1-012,site,4,https://inflect.com/building/3500-steeles-avenue-east-markham/tmx-group/datacenter/colo-1,Inflect (data centre industry database),"Documented street address of the TMX Group colocation facility; 150 W/sq ft power density (industry-database tier, weakest source in set)",3500 Steeles Avenue East Markham ON L3R 0X1 CAN
T1-012,site,5,https://mckay-brothers.com/media,McKay Brothers,"Independent operator corroboration that TMX Group's exchanges and colo hall sit in Markham, Ontario (item dated 8 Jan 2024)",connects equities markets at the NYSE in Mahwah and TMX Group's exchanges in Markham in less than 1.754 milliseconds one-way
T1-012,site,6,https://www.ice.com/market-data/connectivity-and-feeds/wireless/toronto,ICE (Intercontinental Exchange) - ICE Global Network,"Exchange documentation placing TMX Group's main data centre (housing TSX, TSX Venture, TSX Alpha and Montréal Exchange) in Markham; corridor served by microwave (MCC-MAH 1.88-1.90 ms)","US market data (NYSE, NYSE Arca, Nasdaq, Cboe) delivered to Markham"
T1-013,site,1,https://www.b3.com.br/en_us/solutions/hosting-co-location/data-center/data-center/faq.htm,,B3 official co-location FAQ states 10 MW site power; PUMA matching + colo at Santana de Parnaiba,
T1-013,site,2,https://www.b3.com.br/en_us/solutions/hosting-co-location/data-center/data-center/,B3 (official data center page),"location, Tier III/LEED certification, role as primary trading site","B3's Data Center, located at Santana de Parnaiba, is the biggest liquidity hub in Latin America"
T1-013,site,3,https://www.b3.com.br/pt_br/noticias/novo-data-center-b3.htm,"B3 (news, 15 Mar 2017)",matching moved to this facility in November 2017 (current primary matching site),"PUMA Trading System BM&FBOVESPA passará a funcionar, a partir de novembro deste ano, por meio da estrutura tecnológica do novo Data Center"
T1-013,site,4,https://www.em.com.br/trends/2026/02/7358421-por-dentro-da-b3-a-tecnologia-que-move-bilhoes-na-bolsa-brasileira.html,Estado de Minas (Feb 2026),co-location service active in 2026; significant HFT share of B3 volume; mirrored data centers,as empresas podem instalar seus próprios supercomputadores no mesmo ambiente físico da bolsa
T1-013,site,5,https://www.assetservicingtimes.com/assetservicesnews/dataservicesarticle.php?article_id=15092,Asset Servicing Times (28 Nov 2023),TNS publicly operates managed hosting/exchange access at B3 for trading firms,"The challenge of acquiring and installing hardware in Brazil, a process that often spans several months, is bypassed with TNS."
T1-013,site,6,https://www.prnewswire.com/news-releases/puma-trading-system-bmfbovespa-celebrates-a-month-of-bovespa-segment-transactions-at-the-new-platform-207204781.html,BM&FBOVESPA via PR Newswire (13 May 2013),PUMA platform co-developed with CME Group (firms_linked clause),The new platform was created and developed with CME Group as part of a strategic agreement between the two exchanges
T1-014,site,1,https://www.bmv.com.mx/docs-pub/informeAnual/00y463k46h3xs3qh4yd3.pdf,,BMV 2012 annual report places co-location in KIO Networks facilities; specific facility never publicly named — city-level pin,
T1-014,site,2,https://www.bmv.com.mx/work/models/Grupo_BMV/Resource/2000/28/images/2024%20Vendors%20Price%20List%20(eng)%20(2).pdf,Grupo BMV — 2024 Vendors Price List,BMV co-location service active with published cross-connect fees (2024),Connection Monthly fee for customers connected through Co-Location
T1-014,site,3,https://beeksgroup.com/news/bmv-strengthens-market-infrastructure-with-beeks-technology/,Beeks Group,"2025 colocation refresh sited in Mexico City (two sites, provider undisclosed)",deployed across primary and disaster recovery sites in Mexico City
T1-014,site,4,https://mondovisione.com/media-and-resources/news/grupo-bolsa-mexicana-de-valores-partners-with-ipc-to-deploy-beeks-technology-to-2025218/,"Mondo Visione (BMV/IPC/Beeks release, 18 Feb 2025)",Grupo BMV CEO confirms local Mexico City deployment; go-live H2 2025,low-latency infrastructure deployed locally in Mexico City
T1-015,site,1,https://kiodatacenters.com/en/centro_de_datos/santafe2,,KIO operator pages: Santa Fe 2 (MEX 2) facility specs and BIVA customer page,
T1-015,site,2,https://kiodatacenters.com/en/marketplace,KIO Data Centers (marketplace),KIO's marketplace lists BIVA (Banking and Finance) at data center Santa Fe 2,Santa Fe 2 (MEX | 2)
T1-015,site,3,https://kiodatacenters.com/en/marca/biva,KIO Data Centers (BIVA customer page),"BIVA is a named KIO customer, tied to the Santa Fe 2 facility",The Bolsa Institucional de Valores (BIVA) began operations in 2018
T1-016,site,1,https://nsearchives.nseindia.com/web/sites/default/files/2025-01/PR_cc_08012025.pdf,,"NSE press release (Jan 2025): 1,200+ full-rack-equivalents at Exchange Plaza BKC; SEBI co-location case orders (2019) document the facility's unfair-access history",
T1-016,site,2,https://www.sebi.gov.in/sebi_data/attachdocs/apr-2019/1556633260405.pdf,"SEBI (Whole Time Member order WTM/GM/EFD/03/2018-19, 30 April 2019, 104 pp.)","colo servers sit inside NSE's own premises (per 31 Aug 2009 circular); first-connect POP/secondary-server findings, OPG Securities' advantage, and Rs 624.89 crore disgorgement direction",providing a co-location facility (a service offered by NSE to its TMs to locate their trading systems within its premises)
T1-016,site,3,https://www.sebi.gov.in/enforcement/orders/apr-2019/order-in-the-matter-of-nse-colocation_42880.html,SEBI (enforcement orders index),"official publication and 30 April 2019 date of the SEBI colocation order, with linked SAT appeal documents",Order in the matter of NSE Colocation
T1-016,site,4,https://www.datacenterdynamics.com/en/news/indias-national-stock-exchange-to-triple-colocation-rack-capacity-at-mumbai-data-center/,Data Centre Dynamics (27 Sept 2024),"corroborates facility in NSE's existing building at Exchange Plaza, Bandra Kurla; current ~1,400 racks and tripling plan; SEBI charges disposed of in Sept 2024","NSE plans to triple its capacity to 4,000 racks in the next three years"
T1-016,site,5,https://nsearchives.nseindia.com/corporate/ASALCBR_01072021141727_NSE_Reply_01072021.pdf,NSE archives (corporate correspondence hosted by NSE),verbatim documented street address of NSE Exchange Plaza,"National Stock Exchange of India Limited(NSE). Exchange Plaza, Bandra Kurla Complex, Bandra East, Mumbai - 400051"
T1-017,site,1,https://www.bseindia.com/downloads/fii/ColocationOfServers.pdf,,"BSE colocation documents (bseindia.com) place the colo in P.J. Towers, Dalal Street",
T1-017,site,2,https://www.bseindia.com/downloads1/BSE_update_August_2022.pdf,BSE Ltd (bseindia.com),"current operator (NTT-Netmagic); same deck (p.41-42) states sub-10-microsecond colo network latency, ~6us exchange response, PTP, 10G fibre, and Greeksoft/uTrade/Resolute SMA vendors",NTT – Netmagic has set up a State-of-the-art Data Centre to manage the co-location facilities for BSE
T1-017,site,3,https://www.bseindia.com/downloads/fii/Colocationbrochure.pdf,Netmagic Solutions brochure hosted by BSE (bseindia.com),HFT purpose of the facility and Thomson Reuters link; brochure titled 'Netmagic's Co-location Datacenter at Bombay Stock Exchange',"Thomson Reuters has selected this facility as the India hub for its ""Elektron"" data service platform."
T1-017,site,4,https://datacenterhawk.com/marketplace/providers/ntt-global-data-centers/phiroze-jeejeebhoy-towers-dalal-st-kala-ghoda-fort-mumbai-maharashtra-400001-india/bse-dc3,datacenterHawk,documented street address of NTT Global Data Centers BSE (DC3),"Phiroze Jeejeebhoy Towers, Dalal St, Kala Ghoda, Fort, Mumbai, Maharashtra 400001, India"
T1-017,site,5,https://cloudscene.com/data-center/india/mumbai/netmagic-solutions-dc3-mumbai-bse,Cloudscene,"NTT DATA Global Data Centers operates 'DC3 - Mumbai (BSE)'; directory total-power figure, not operator-stated, hence power_mw null",1.00MW
T1-017,site,6,https://www.niftytrader.in/content/nse-and-bse-in-rack-race-to-expand-co-location-capacity-amid-surging-demand/,"NiftyTrader (quoting BSE MD/CEO post-earnings call, May 6, 2025)",rack expansion target attributed to BSE MD/CEO Sundararaman R on earnings call; corroborates Angel One figures,500 racks with a mix of 15 kVA and 6 kVA
T1-017,site,7,https://www.angelone.in/news/nse-bse-to-expand-co-location-infrastructure-amid-high-demand,Angel One (news),"active status, current rack count, and expansion into reclaimed Rotunda Hall space","BSE, which currently has 300 co-location racks, plans to add 200 more in the next 3-4 months."
T1-017,site,8,https://www.varindia.com/news/netmagic-opens-colocation-datacenter,VARIndia (trade press),"facility opening announcement (November 2010) by Netmagic with Thomson Reuters and BSE; purpose: minimize latency, enable HFT",This is an initiative to deliver our best-in-class managed services to support mission-critical environments of the financial community.
T1-017,site,9,https://esteeadvisors.com/bse-nse-dma-broker.php,Estee Advisors (corporate site),a named quant/HFT firm publicly linked to BSE colocation (self-declared),"We are also a DMA Broker and offer co-location services on the BSE, MCX and MSEI"
T1-018,site,1,https://www.coltdatacentres.net/fr-FR/old/-/media/Files/asia-data-sheets/2022/colt-busan-datasheet-en.pdf?rev=-1&hash=F9342C19C24FC9772C9CFA9DA433C9AA,,Koscom official pages: Busan data centre runs derivatives matching (Seoul/Busan centres back each other up),
T1-018,site,2,https://www.koscom.co.kr/eng/main/contents.do?menuNo=300005,"Koscom (KRX IT subsidiary, official site)",Busan data centre hosts the derivatives market systems; Seoul hosts cash equities,"Established in Seoul (KOSPI, KOSDAQ, etc) and Busan (derivatives), data centers are backed up interchangeably between two cities"
T1-018,site,3,https://www.koscom.co.kr/portal/main/contents.do?menuNo=200608,Koscom (official Korean-language site),micro-location: the KRX derivatives computing centre is ~100 m diagonal from Koscom's Busan Proximity DC in Dong-gu,KRX 파생전산센터에서 대각선방향으로 100미터 거리에 위치
T1-019,site,1,https://www.koscom.co.kr/portal/main/contents.do?menuNo=200290,,"Koscom Busan Proximity DC pages (opened June 2012, within 100 m of KRX derivatives computing centre); Colt Busan datasheet",
T1-019,site,2,https://www.koscom.co.kr/eng/main/contents.do?menuNo=300124,"Koscom (official English site, Derivatives Proximity Service Center)",proximity claim and colocation/dealing-room/transmission service description,Located within 100 meters from KRX derivatives Center
T1-019,site,3,https://www.coltdatacentres.net/fr-FR/old/-/media/Files/asia-data-sheets/2022/colt-busan-datasheet-en.pdf?rev=-1&hash=F9342C19C24FC9772C9CFA9DA433C9AA,Colt Data Centre Services (location data sheet PDF),"Colt DCS proximity hosting partnership; 'adjacent to KRX's derivative matching engine'; ultra-low-latency access from Tokyo, Chicago, Singapore, Hong Kong, Seoul, Sydney","In March 2012, Colt Busan Data Centre entered into a business partnership agreement with Koscom, a subsidiary of KRX"
T1-019,site,4,https://www.thetradenews.com/kvh-and-koscom-offer-quick-korea-connectivity/,The TRADE,HFT customer base and 4 June 2012 opening of the Koscom Busan data centre (KVH partnership),The intention is to provide international traders with a competitive advantage in high-frequency trading.
T1-019,site,5,https://baxtel.com/data-center/colt-busan,Baxtel (data centre industry database),"Colt Busan DC and Koscom Busan IDC are the same facility (one pin, not two)","Koscom operates an IDC in Busan, which is hosted within the Colt Technology Services' Busan data center."
T1-020,site,1,https://links.sgx.com/FileOpen/20150624_News_Release_BCOI_report.ashx?App=ArchiveAnnouncement&FileID=357241&AnncID=5NDW88WZ0QVNLLAT,,SGX news release (2015) for the SGX Data Centre; Keppel Digihub identification via DCD/industry databases — hence reported,
T1-020,site,2,https://www.datacenterdynamics.com/en/news/keppel-tt-group-announces-fourth-data-center-in-singapore/,"Data Centre Dynamics (DCD), 27 July 2015",Places SGX's primary data centre inside Keppel Digihub — the building-location claim,Keppel T&T's Digihub data center in Singapore ... involved in an outage that affected the operations of the Singapore Stock Exchange (SGX)
T1-020,site,3,https://baxtel.com/data-center/kepple-dc-singapore-1-s25,Baxtel (data centre industry database),Street address of Keppel DC Singapore 1 (S25),25 Serangoon North Ave 5
T1-020,site,4,https://www.streetdirectory.com/sg/keppel-digihub/25-serangoon-north-avenue-5-554914/4590_95224.html,Streetdirectory Singapore,"Keppel Digihub is the building at 25 Serangoon North Avenue 5, postal code 554914 — ties the DCD-named Digihub to the mapped address",Keppel Digihub ... 25 Serangoon North Avenue 5 (S)554914
T1-020,site,5,https://www.keppeldatacentres.com/locations/asia-pacific/singapore/keppel-dc-singapore-1/,Keppel Data Centres (operator),"Building operator, location district, 225,956 sq ft GFA, ABS OSPAR certification for financial industries","within the Serangoon North Industrial Estate, some 10.5km north of the city centre"
T1-020,site,6,https://uptimeinstitute.com/component/tierachievement/datacenter/sgx-colocation-data-center/467,Uptime Institute,"Facility name and Tier III Design certification, owner listed as Singapore Exchange Limited",SGX Co-Location Data Center
T1-020,site,7,https://www.thetradenews.com/sgx39s-new-co-location-service-goes-live/,"The TRADE, 18 April 2011",Data centre 'officially opened on 11 April' 2011; colo service initially launched June 2010; client mix incl. proprietary trading firms; S$250m Reach investment,"50 clients, comprising brokers, proprietary trading firms, funds and vendors have signed up to the co-location service"
